rebalance_date,invest_year,select_year,run_number,seed,n_stocks,best_nodes,best_dropout,best_lr,best_val_loss,RMSE,MSE,MAE,R2_rank,R2_raw_vs_zero,Spearman,Directional_Accuracy,Geometric_Score,turnover,tc_drag_bps
2017-07-03,2017,2016,1,42,20,16,0.3,0.01,0.04118461161851883,0.2825723562253412,0.07984713650274114,0.24271068632602688,0.03943294432792621,-43.33633700573034,0.3279252248382126,0.8,0.6454972243679028,0.3374049149638143,0.0
2017-10-02,2017,2016,1,42,20,16,0.1,0.01,0.04480184614658356,0.3250924051657382,0.10568507189644447,0.28726488262414934,-0.2713993611602341,-13.945532899229574,0.04060150375939849,0.55,,0.42805374101872185,0.0
2018-01-02,2018,2017,1,42,20,32,0.3,0.01,0.04581638425588608,0.28766925299499735,0.08275359911869978,0.2468242758512497,0.00446798052691999,-39.344345231137396,0.2571428571428572,0.6,0.5929994533288809,0.5624811335592581,0.0
2018-04-02,2018,2017,1,42,20,32,0.1,0.01,0.0458066426217556,0.32722745876085807,0.10707780976708905,0.2677512466907501,-0.28815410246122153,-13.824090043976899,0.10827067669172932,0.5,0.375,0.6402873532877248,0.0
2018-07-02,2018,2017,1,42,20,32,0.1,0.01,0.044763289391994476,0.3593614943850944,0.12914068364668824,0.31033872336149215,-0.5535721340954973,-14.178399306137713,-0.21954887218045113,0.45,0.3535533905932738,0.345435731932901,0.0
2018-10-01,2018,2017,1,42,20,16,0.1,0.01,0.0441746711730957,0.4285560868808434,0.183660319602621,0.3500494679808617,-1.2094474538661175,-21.774874651034995,-0.2857142857142857,0.5,0.42008402520840293,0.3008447868109499,0.0
2019-01-02,2019,2018,1,42,20,16,0.3,0.01,0.04557878524065018,0.3914074716527659,0.15319980886561074,0.3299723866581917,-0.8430052194359188,-11.310819715236674,-0.3157894736842105,0.5,0.5,0.4963735388809515,0.0
2019-04-01,2019,2018,1,42,20,16,0.3,0.01,0.04732280224561691,0.3283075541494918,0.10778585011162149,0.28240626364946364,-0.296671881042063,-41.85424270506051,-0.006015037593984962,0.45,0.4629100498862757,0.27259878830489803,0.0
2019-07-01,2019,2018,1,42,20,16,0.3,0.01,0.04669339954853058,0.370788007992817,0.13748374687128134,0.3072049391269684,-0.6539398119853397,-40.48716871590648,-0.1744360902255639,0.4,0.4,0.4650810103196385,0.0
2019-10-01,2019,2018,1,42,20,16,0.3,0.01,0.04578584060072899,0.3182768875625944,0.10130017715653236,0.2726337191462517,-0.2186487477477579,-10.063384542919298,0.26165413533834586,0.7,,0.3637031203600639,0.0
2020-01-02,2020,2019,1,42,20,16,0.3,0.01,0.045712459832429886,0.35307524631241977,0.12466212955857589,0.3021269878745079,-0.49969479168211617,-10.197160817739624,-0.3443609022556391,0.35,0.0,0.8512848825100281,0.0
2020-04-01,2020,2019,1,42,20,16,0.3,0.01,0.0456337034702301,0.2439754893227905,0.05952403939029507,0.20694049119949337,0.2839213306430669,-0.3761658209565457,0.49943591346906374,0.65,,0.35361409494437457,0.0
2020-07-01,2020,2019,1,42,20,16,0.3,0.01,0.04328727722167969,0.3219473163436475,0.10365007450087663,0.2857258316874504,-0.24691818948423006,-11.926295866301302,-0.11591241718550124,0.5,0.5,0.6152231534982002,0.0
2020-10-01,2020,2019,1,42,20,32,0.3,0.01,0.04468768462538719,0.25454490927157836,0.06479311083607607,0.21585579842329022,0.22053400497953612,-7.481800222738052,0.4360902255639097,0.7,0.6859943405700354,0.5379257372364334,0.0
2021-01-04,2021,2020,1,42,20,32,0.3,0.01,0.044896915555000305,0.3269670347183898,0.10690744179253672,0.24316924422979352,-0.28610456291773523,-18.606651310924963,0.25864661654135335,0.6,0.6201736729460422,0.7243206702099899,0.0
2021-04-01,2021,2020,1,42,20,16,0.1,0.01,0.042552851140499115,0.31208761181444156,0.09739867744804157,0.2734285628795624,-0.1717134129087705,-10.73941677910699,0.11278195488721804,0.6,0.7453559924999299,0.33196907915812873,0.0
2021-07-01,2021,2020,1,42,20,16,0.3,0.01,0.045091915875673294,0.32513961340145275,0.10571576820284614,0.2881115490198135,-0.2717686400342394,-84.96910437790196,-0.20601503759398496,0.3,0.3,0.616000222454285,0.0
2021-10-01,2021,2020,1,42,20,16,0.1,0.01,0.04220820218324661,0.32441114088120343,0.10524258832784403,0.26843832731246947,-0.2660762505605294,-6.878512208772942,-0.05864661654135337,0.5,0.4193139346887673,0.5472480629033323,0.0
2022-01-03,2022,2021,1,42,20,16,0.3,0.01,0.04386632889509201,0.30272548296396806,0.09164271803576773,0.2502315151691437,-0.10246878840021334,-18.733188162588,-0.03313256769463375,0.55,0.3651483716701107,0.8309983768265047,0.0
2022-04-01,2022,2021,1,42,20,16,0.1,0.01,0.046303972601890564,0.3163202946180949,0.10005852878727835,0.27674786388874056,-0.20371162450861147,-10.863029860428233,0.037593984962406006,0.45,0.5940885257860046,0.5721729185417349,0.0
2022-07-01,2022,2021,1,42,20,16,0.1,0.01,0.04624222591519356,0.2916916623860941,0.0850840259055631,0.241324902176857,-0.023567228939105123,-44.22538665438264,0.18345864661654135,0.4,0.5423261445466404,0.5653113825771838,0.0
2022-10-03,2022,2021,1,42,20,16,0.1,0.01,0.04827526956796646,0.33594338662108225,0.11285795901444193,0.25064749941229825,-0.3576897325045647,-9.170598122094152,0.04210526315789473,0.55,0.4447495899966607,0.6851299769651713,0.0
2023-01-03,2023,2022,1,42,20,16,0.3,0.01,0.04646088182926178,0.32394416725315656,0.10493982349734106,0.2720217597484589,-0.26243396688530574,-0.904411628476161,-0.2891569544258945,0.5,0.4923659639173309,0.9562465794915287,0.0
2023-04-03,2023,2022,1,42,20,16,0.1,0.01,0.04456847161054611,0.288137360783152,0.08302313867908029,0.2252304184436798,0.0012253993494101278,-4.312332443323447,0.29323308270676685,0.5,0.375,0.5202420758675901,0.0
2023-07-03,2023,2022,1,42,20,16,0.3,0.01,0.04413928836584091,0.28023288333276875,0.07853046890099717,0.23696028620004653,0.05527255457447011,-53.86168714650791,0.20300751879699244,0.55,0.529150262212918,0.48932411949087734,0.0
2023-10-02,2023,2022,1,42,20,16,0.1,0.01,0.04414134472608566,0.29414102877475956,0.08651894480867395,0.23357752770185475,-0.040829411232167656,-16.32036407105645,0.28421052631578947,0.5,0.529150262212918,0.3747847236489656,0.0
2024-01-02,2024,2023,1,42,20,16,0.3,0.01,0.04357893019914627,0.3193503710437461,0.10198465948577831,0.25861041069030766,-0.22688312163342306,-1.9094979379017296,0.08721804511278194,0.45,0.46770717334674267,0.515432195262779,0.0
2024-04-01,2024,2023,1,42,20,16,0.3,0.01,0.04478766769170761,0.2510526474479866,0.06302743179064306,0.20783560186624528,0.2417752566539182,-9.771630213083467,0.5609022556390978,0.7,0.7319250547113999,0.38253515694393536,0.0
2024-07-01,2024,2023,1,42,20,32,0.1,0.01,0.04425586760044098,0.30019966601362325,0.09011983947469093,0.25603415951132774,-0.08414844480831207,-17.004764760025203,0.1609022556390977,0.65,0.6324555320336759,0.6399563236840758,0.0
2024-10-01,2024,2023,1,42,20,16,0.1,0.01,0.04484161362051964,0.2928781261651338,0.08577759678600003,0.26249837875366205,-0.031910938778947795,-4.513967663810147,0.2500002835140546,0.5,0.5241424183609592,0.5428098450782396,0.0
2025-01-02,2025,2024,1,42,20,16,0.3,0.01,0.045333895832300186,0.303452545932061,0.0920834476326496,0.2573678982257843,-0.10777079858826566,-16.92931251082337,0.1894736842105263,0.55,0.5318160234783105,0.4596620007792614,0.0
2025-04-01,2025,2024,1,42,20,16,0.3,0.01,0.04449702799320221,0.2945848283841578,0.08678022111412369,0.2530644088983536,-0.04397258483156308,-2.288671589072205,0.14307245140864575,0.45,0.4629100498862757,0.6858795459774937,0.0
2025-07-01,2025,2024,1,42,20,16,0.3,0.01,0.04353765398263931,0.3045617198128179,0.09275784117534139,0.2601584240794182,-0.11588380361312933,-5.414328514981006,0.0,0.55,0.4898979485566356,0.7189706599939799,0.0
2025-10-01,2025,2024,1,42,20,16,0.1,0.01,0.04517228901386261,0.3534572470170632,0.12493202546888124,0.30867932066321374,-0.5029416597760148,-16.028053367442215,-0.2526315789473684,0.4,0.39528470752104744,0.44385768484225807,0.0
