rebalance_date,invest_year,select_year,ticker,assigned_weight,turnover,tc_drag_bps,best_learning_rate,best_max_depth,best_n_estimators,best_reg_lambda,best_subsample,best_colsample,val_R2_selected
2009-01-02,2009,2008,WMT,0.08697053790092468,0.880503,0.0,0.3,1,100,1,1.0,1.0,0.011282
2009-01-02,2009,2008,PG,0.08697053790092468,0.0,0.0,0.3,1,100,1,1.0,1.0,0.011282
2009-01-02,2009,2008,JNJ,0.08697053790092468,0.0,0.0,0.3,1,100,1,1.0,1.0,0.011282
2009-01-02,2009,2008,PEP,0.08697053790092468,0.0,0.0,0.3,1,100,1,1.0,1.0,0.011282
2009-01-02,2009,2008,KO,0.08697053790092468,0.0,0.0,0.3,1,100,1,1.0,1.0,0.011282
2009-01-02,2009,2008,PFE,0.0698176696896553,0.0,0.0,0.3,1,100,1,1.0,1.0,0.011282
2009-01-02,2009,2008,ORCL,0.0684090405702591,0.0,0.0,0.3,1,100,1,1.0,1.0,0.011282
2009-01-02,2009,2008,XOM,0.051256172358989716,0.0,0.0,0.3,1,100,1,1.0,1.0,0.011282
2009-01-02,2009,2008,VZ,0.051256172358989716,0.0,0.0,0.3,1,100,1,1.0,1.0,0.011282
2009-01-02,2009,2008,T,0.051256172358989716,0.0,0.0,0.3,1,100,1,1.0,1.0,0.011282
2009-01-02,2009,2008,IBM,0.047243718057870865,0.0,0.0,0.3,1,100,1,1.0,1.0,0.011282
2009-01-02,2009,2008,CVX,0.042874205857515335,0.0,0.0,0.3,1,100,1,1.0,1.0,0.011282
2009-01-02,2009,2008,GOOGL,0.02962404675781727,0.0,0.0,0.3,1,100,1,1.0,1.0,0.011282
2009-01-02,2009,2008,JPM,0.028682222589850426,0.0,0.0,0.3,1,100,1,1.0,1.0,0.011282
