rebalance_date,invest_year,select_year,ticker,assigned_weight,turnover,tc_drag_bps,best_learning_rate,best_max_depth,best_n_estimators,best_reg_lambda,best_subsample,best_colsample,val_R2_selected
2003-01-02,2003,2002,PEP,0.01498775277286768,0.0,0.0,0.05,1,100,1,0.7,0.7,-0.108893
2003-01-02,2003,2002,WMT,0.0109318308532238,0.0,0.0,0.05,1,100,1,0.7,0.7,-0.108893
2003-01-02,2003,2002,KO,0.0109318308532238,0.0,0.0,0.05,1,100,1,0.7,0.7,-0.108893
2003-01-02,2003,2002,BAC,0.0109318308532238,0.0,0.0,0.05,1,100,1,0.7,0.7,-0.108893
2003-01-02,2003,2002,XOM,0.0109318308532238,0.0,0.0,0.05,1,100,1,0.7,0.7,-0.108893
2003-01-02,2003,2002,PG,0.0109318308532238,0.0,0.0,0.05,1,100,1,0.7,0.7,-0.108893
2003-01-02,2003,2002,WFC,0.0109318308532238,0.0,0.0,0.05,1,100,1,0.7,0.7,-0.108893
2003-01-02,2003,2002,CVX,0.0109318308532238,0.0,0.0,0.05,1,100,1,0.7,0.7,-0.108893
2003-07-01,2003,2002,CSCO,0.10000444948673248,0.40183,0.0,0.05,1,100,5,1.0,0.7,-0.040645
2003-07-01,2003,2002,GE,0.10000444948673248,0.0,0.0,0.05,1,100,5,1.0,0.7,-0.040645
2003-07-01,2003,2002,C,0.10000444948673248,0.0,0.0,0.05,1,100,5,1.0,0.7,-0.040645
2003-07-01,2003,2002,INTC,0.10000444948673248,0.0,0.0,0.05,1,100,5,1.0,0.7,-0.040645
2003-07-01,2003,2002,AIG,0.08129173517227173,0.0,0.0,0.05,1,100,5,1.0,0.7,-0.040645
2003-07-01,2003,2002,IBM,0.08129173517227173,0.0,0.0,0.05,1,100,5,1.0,0.7,-0.040645
2003-07-01,2003,2002,VZ,0.07059361785650253,0.0,0.0,0.05,1,100,5,1.0,0.7,-0.040645
2003-07-01,2003,2002,XOM,0.05770052224397659,0.0,0.0,0.05,1,100,5,1.0,0.7,-0.040645
2003-07-01,2003,2002,CVX,0.05770052224397659,0.0,0.0,0.05,1,100,5,1.0,0.7,-0.040645
2003-07-01,2003,2002,KO,0.03891046345233917,0.0,0.0,0.05,1,100,5,1.0,0.7,-0.040645
2003-07-01,2003,2002,PEP,0.036622487008571625,0.0,0.0,0.05,1,100,5,1.0,0.7,-0.040645
2003-07-01,2003,2002,PFE,0.03618551790714264,0.0,0.0,0.05,1,100,5,1.0,0.7,-0.040645
2003-07-01,2003,2002,BAC,0.028093764558434486,0.0,0.0,0.05,1,100,5,1.0,0.7,-0.040645
2003-07-01,2003,2002,MSFT,0.02417883276939392,0.0,0.0,0.05,1,100,5,1.0,0.7,-0.040645
2003-07-01,2003,2002,JNJ,0.02166547067463398,0.0,0.0,0.05,1,100,5,1.0,0.7,-0.040645
2003-07-01,2003,2002,LLY,0.01380950678139925,0.0,0.0,0.05,1,100,5,1.0,0.7,-0.040645
